,Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_emission,binary,origin,comment,[H/H(e)],[H/H(e)]e,[He/H(e)],[He/H(e)]e,[Li/H(e)],[Li/H(e)]e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,[Be/H(e)],[Be/H(e)]e,Acc_rate_Be_steady_state,Sinking_time_Be,[C/H(e)],[C/H(e)]e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,[N/H(e)],[N/H(e)]e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,[O/H(e)],[O/H(e)]e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,[Na/H(e)],[Na/H(e)]e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,[Mg/H(e)],[Mg/H(e)]e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,[Al/H(e)],[Al/H(e)]e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,[Si/H(e)],[Si/H(e)]e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,[P/H(e)],[P/H(e)]e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,[S/H(e)],[S/H(e)]e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,[Cl/H(e)],[Cl/H(e)]e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,[Ar/H(e)],[Ar/H(e)]e,[K/H(e)],[K/H(e)]e,Acc_rate_K_steady_state,Sinking_time_K,[Ca/H(e)],[Ca/H(e)]e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,[Sc/H(e)],[Sc/H(e)]e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,[Ti/H(e)],[Ti/H(e)]e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,[V/H(e)],[V/H(e)]e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,[Cr/H(e)],[Cr/H(e)]e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,[Mn/H(e)],[Mn/H(e)]e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,[Fe/H(e)],[Fe/H(e)]e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,[Co/H(e)],[Co/H(e)]e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,[Ni/H(e)],[Ni/H(e)]e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,[Cu/H(e)],[Cu/H(e)]e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,[Zn/H(e)],[Zn/H(e)]e,Acc_rate_Zn_steady_state,Sinking_time_Zn,[Ga/H(e)],[Ga/H(e)]e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,[Ge/H(e)],[Ge/H(e)]e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,[As/H(e)],[As/H(e)]e,[Se/H(e)],[Se/H(e)]e,[Sr/H(e)],[Sr/H(e)]e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,[Sn/H(e)],[Sn/H(e)]e,[I/H(e)],[I/H(e)]e,[Ba/H(e)],[Ba/H(e)]e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing
10,GALEX 1931+0117,Gansicke 2012,GALEX 1931+0117 Gansicke 2012,21200,7.91,,H,Gaia DR3 4287654959563143168,292.987215068255,1.2955853074291,,https://ui.adsabs.harvard.edu/abs/2012MNRAS.424..333G/abstract,,,,,50,0.02,,18.7782,0.0359,,-4.5,,0.3,,,-4.75,-6.8,0.2,0.3,99300000,457000,,,-6.1,,-6.7,,,,,,,,,-4.1,-6.2,-7,,0.3,0.2,0.3,0.3,-6.6,0.2,disc,,infrared excess from Koester 2014,,,,0.3,,,561000000,,147000000,3080000,2640000,8100000,,13700000,10600000,645000000,4710000,1500000000,,,,,,,,757000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06636174569484,0.000305411055212,,0.374913789877194,,0.098239442267286,0.002058350218934,0.001764300187657,0.005413193757585,,0.009155648701101,0.007083932571655,0.431050614029929,0.003147671925707,0.0005058997129,,,,,,,,,
11,GD 61,Farihi 2013,GD 61 Farihi 2013,17280,8.2,,He,Gaia DR3 203931163247581184,69.6640585919432,41.1589872087939,,https://ui.adsabs.harvard.edu/abs/2013Sci...342..218F/abstract,-3.89,-7.9,0.15,0.19,,,,18.5503,0.0326,-6.69,-7.6,0.14,0.3,,,-6.82,-8.8,0.11,-1,41900000,100000,,-6.8,-8,-8.6,-8.8,2467804320000,5705614080000,2698174800000,,,,,-8,-5.95,-7.2,-8.7,-1,0.13,-1,-1,-1,-8,0.2,disc,,"For C, Al, COS spectra were used for number abundance. Infrared excess from Farihi 2011",,-1,-1,-1,,,148900000,,38900000,3500000,4800000,9100000,,,,23200000,,,5459464800000,,5383726560000,5475243600000,4537982880000,3004283520000,,,,-8.2,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157046476761619,,,0.558095952023988,,0.145802098950525,,0.017991004497751,0.034107946026987,,,,0.086956521739131,,,,,,,,,,,
12,G238-44,Johnson 2022,G238-44 Johnson 2022,20546,7.95,0.597,H,Gaia DR3 1686708050268594944,204.71032538364,70.2854557392278,,https://ui.adsabs.harvard.edu/abs/2022ApJ...941..113J/abstract,,-6.75,,0.11,474,0.03,0.018,37.7291,0.0287,-5.66,-5.88,0.12,0.16,,,-6.4,-5.99,0.18,0.13,2090000,2100000,,,-7.51,-7.34,-6.66,,,,,,,,-6.83,-5.56,-7.23,-8.13,0.1,0.1,0.11,0.21,-1,-6.76,0.24,,,,-7.84,,-1,-1,-1,540000,14300000,,8400000,270000,1440000,1900000,600000,500000,300000,26600000,5100000,57700000,,,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036228115791298,0.036401456058242,0.009360374414977,0.247876581729936,,0.145605824232969,0.004680187207488,0.024960998439938,0.032934650719362,,,,0.46108511007107,,0.00086670133472,,,,,,,,,
13,WD J2047-1259,Hoskin 2020,WD J2047-1259 Hoskin 2020,17970,8.04,0.617,He,Gaia DR3 6888044253249541120,311.807318885338,-12.9858166892095,,https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..171H/abstract,-1.08,-6.9,0.08,0.1,170,0.05,,10.1728,0.0527,-5.6,-6.4,0.1,0.2,,,-5.6,-6.1,0.1,0.1,170000000,13000000,1.4761763407563E+024,,,,-7.4,110451600000,160943760000,82049760000,,,,78894000000,-7,-4.8,-6.5,-8.1,-1,0.1,-1,0.1,0.1,-6.6,0.1,,,,,,,,,,410000000,,140000000,,22000000,16000000,,,,98000000,11000000,881000000,271395360000,242993520000,220903200000,148320720000,148320720000,132541920000,,1100000,132541920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192940642378845,0.014754284417206,,0.465327431619567,,0.158892293723754,,0.024968789013733,0.018159119282715,,,,0.111224605606628,0.012484394506867,0.001248439450687,,,,,,,,,
14,WD 1425+540 (Model 1),Xu 2017,WD 1425+540 (Model 1) Xu 2017,14490,7.95,,He,Gaia DR3 1608497864040134016,216.900728321913,53.8077790184052,"wide, MS (K dwarf), Gaia DR3 1608497623521965184",https://ui.adsabs.harvard.edu/abs/2017ApJ...836L...7X/abstract,-4.2,-9.26,0.1,0.1,,,,19.4036,0.0235,-8.16,-8.15,0.2,0.14,,,-8.03,-7.29,0.31,0.17,11600000,24100000,,,,,-9.67,,,,,,,,-8.09,-6.62,,,0.1,0.23,,,0.2,-8.36,0.11,,,,,,,,,5000000,167000000,,7300000,,7300000,1500000,,,,26500000,800000,251000000,,,,,,,,,,,,,,,,,,-11.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046196734368777,0.095977698128236,0.019912385503783,0.665073675826364,,0.029072082835524,,0.029072082835524,0.005973715651135,,,,0.105535643170052,0.003185981680605,,,,,,,,,,
15,SDSS J1043+0855,Melis & Dufour 2017,SDSS J1043+0855 Melis & Dufour 2017,18330,8.05,0.626,H,Gaia DR3 3869060540584643328,160.923047379192,8.9328724810712,,https://ui.adsabs.harvard.edu/abs/2017ApJ...834....1M/abstract,,-5.96,,0.2,,,,5.9039,0.1103,-5.11,-6.15,0.2,0.3,,,-5.33,-6.15,0.5,0.3,23000000,1500000,2.82115799974098E+016,,-6.5,-7,-7.38,137753.920275023,218325.250478714,83004.9451810377,,106931.083417785,114578.72021213,86916.8477284645,,-4.9,-7.06,-7.4,,0.2,0.3,0.3,0.3,-6.36,0.4,disc,gas,,-6.5,,-1,-1,-1,,53000000,,24000000,350000,4300000,9000000,1100000,4300000,5200000,13000000,780000,,151044.170014809,,104497.03479299,185824.925382495,154562.440701017,91013.1125630682,95302.4284117587,280000,122773.310676715,-7.5,-7.5,-1,-1,320000,420000,122773.310676715,106931.083417785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178004798390217,0.011609008590666,,0.410184970203545,,0.185744137450662,0.002708768671155,0.03327915795991,0.069654051543998,,,,0.100611407785775,0.006036684467147,0.002167014936924,,,,,,,,,
16,WD 1425+540 (Model 2),Xu 2017,WD 1425+540 (Model 2) Xu 2017,14490,7.95,,He,Gaia DR3 1608497864040134016,216.900728321913,53.8077790184052,"wide, MS (K dwarf), Gaia DR3 1608497623521965184",https://ui.adsabs.harvard.edu/abs/2017ApJ...836L...7X/abstract,-3,-9.31,0.1,0.1,,,,19.4036,0.0235,-8.11,-7.99,0.2,0.1,,,-7.87,-7.28,0.26,0.31,16700000,24800000,,,,,-9.52,,,,,,,,-7.97,-6.51,,,0.15,0.22,,,0.2,-8.13,0.16,,,Be measurement from Klein 2021,,,,,,6400000,218000000,,8100000,,12500000,1300000,,,,39000000,1200000,328000000,,,,,,,,,,,,,,,,,,-11.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050914634146342,0.075609756097561,0.019512195121951,0.664634146341463,,0.02469512195122,,0.038109756097561,0.003963414634146,,,,0.11890243902439,0.003658536585366,,,,,,,,,,
17,PG 0843+516,Gansicke 2012,PG 0843+516 Gansicke 2012,23095,8.17,,H,Gaia DR3 1029081452683108480,131.759533467425,51.481486699883,,https://ui.adsabs.harvard.edu/abs/2012MNRAS.424..333G/abstract,,,,,230,0.06,,7.1954,0.0521,-5,-4.6,0.2,0.2,,,-5.2,-7.3,0.2,0.3,47700000,166000,,,-5.8,,-6.3,,,,,,,,,-5,-6.5,-6.6,,0.3,0.2,0.2,0.3,-5.5,0.3,disc,,Mg also has data for homogeneous atmosphere but stratified atmosphere is preferred.,,,,0.3,,,92700000,,44700000,2090000,39200000,,,38100000,,711000000,16600000,1020000000,,,,,,,,2440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04795434987172,0.000166885158883,,0.093194302580889,,0.044938353024442,0.00210114447027,0.039409025471099,,,0.03830315996043,,0.714791252804877,0.016688515888271,0.002453010769119,,,,,,,,,
18,GALEX J1717+6757,Hermes 2014,GALEX J1717+6757 Hermes 2014,14900,5.67,0.19,H,Gaia DR3 1637422647712544512,259.286903496804,67.9531608966828,"wide, WD",https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.1674H/abstract,,-5.2,,0.5,200,0.05,,5.5988,0.0179,-5,-5.3,-1,0.5,,,-5.7,-7.2,0.3,0.5,2964831.38952435,46238.102139926,,,-6,-6,-6,427665253.992091,642841590.71406,242160869.366845,,295191581.024788,350028951.501247,190153343.935002,-6.3,-5.9,-6.7,-7,-1,-1,0.5,0.5,-1,-6,0.5,,,,,,0.5,0.5,,666806.769213622,2716439.26883908,,7112135.1365333,243781.081836875,3999447.49761098,11220184.5430196,2588212.91515309,3334264.12763235,,21877616.2394955,5821032.17770871,,281905771.334618,173821689.600832,119702705.698055,412196184.193094,348420714.554217,145245928.46451,,285759.054337495,197289497.69538,-6,,-1,,2254239.21215243,,376793990.054417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063677192027515,0.000993079241995,,,,,0.005235810311389,0.085898168512779,0.240981611384195,0.055588365459373,0.071611686882391,,0.469876693598464,,0.0061373925819,,,,,,,,,
19,WD J2317+1830,Hollands 2021,WD J2317+1830 Hollands 2021,4210,8.64,1,He,Gaia DR3 2818957013992481280,349.361409310628,18.5146549329163,,https://ui.adsabs.harvard.edu/abs/2021NatAs...5..451H/abstract,-0.09,-10.79,0.09,0.12,50,0.03,0.02,26.4097,0.309,,,,,,,,,,,,,2.62333090972725E+025,-9.96,,,,91832616000,,,142640352000,,,,,,,,,,,,,,,,,,,0.07,,,,,,92000,,,,37000,,,,,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,-11.19,-10.5,0.08,-1,308948904000,92463768000,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709001233045623,,,,0.285141800246609,,,,,,,,,,,0.005856966707768,,,,
20,GD 362,Xu 2013,GD 362 Xu 2013,10540,8.24,0.72,He,Gaia DR3 1336442472164656000,262.892986964533,37.089086603197,,https://ui.adsabs.harvard.edu/abs/2013ApJ...766..132X/abstract,-1.14,-6.24,0.1,0.1,,,,24.01,0.0332,-5.98,-5.65,0.25,0.1,,,-5.84,-6.7,0.3,0.3,720000000,25000000,2.79373734253333E+026,-7.79,-7.41,-7.95,-7.07,3124202400000,6942672000000,3471336000000,6942672000000,3155760000000,2966414400000,3155760000000,-4.14,-5.14,-6.4,,-1,-1,0.2,,0.15,-6.7,-1,disc,,infrared excess from Farihi 2009,-7.47,0.2,0.1,0.1,0.1,9000000000,1100000000,3700000,250000000,150000000,170000000,510000000,12000000,43000000,40000000,2500000000,110000000,4400000000,6627096000000,6942672000000,6942672000000,5049216000000,3786912000000,2493050400000,3155760000000,,,-10.19,-8.74,0.3,0.3,68000,2100000,2934856800000,2997972000000,,,,,-9.2,0.4,1100000,2619280800000,,,,,,,-8.5,0.4,4100000,3124202400000,,,,,,,,,,,,,,,,,,,,,,,,-10.42,0.3,130000,,1767225600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164714570239097,0.00571925591108,,,0.00084644987484,0.057192559110798,0.034315535466479,,0.116672820586027,0.002745242837318,0.009837120167057,0.009150809457728,0.571925591107975,0.025164726008751,,1.55563760781369E-05,0.000480417496531,0.000251647260088,0.000937957969417,,2.97401307376147E-05,,,
21,GD 362 Updated,Xu 2013,GD 362 Updated Xu 2013,10540,8.24,0.72,He,Gaia DR3 1336442472164656000,262.892986964533,37.089086603197,,https://ui.adsabs.harvard.edu/abs/2013ApJ...766..132X/abstract,-1.14,-6.24,0.1,0.1,,,,24.01,0.0332,-5.98,-5.65,0.25,0.1,,,-5.84,-6.7,0.3,0.3,130000000,2200000,2.79373734253333E+026,-7.79,-7.41,-7.95,-7.07,16094376000000,37869120000000,17672256000000,,16725528000000,15463224000000,19250136000000,-4.14,-5.14,-6.4,,-1,-1,0.2,,0.15,-6.7,-1,disc,,infrared excess from Farihi 2009,-7.47,0.2,0.1,0.1,0.1,260000,450000000,,170000000,14000000,10000000,130000000,3200000,6400000,3100000,440000000,18000000,1400000000,34713360000000,34713360000000,34713360000000,37869120000000,31557600000000,20196864000000,16725528000000,1100000,24930504000000,-10.19,-8.74,0.3,0.3,,,,,,,,,-9.2,0.4,180000,18303408000000,,,,,,,-8.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,-10.42,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000,140000,29000,16094376000000,15778800000000,13569768000000,0.141435175363298,0.002393518352302,,,,0.184953690859697,0.01523148042374,,0.141435175363298,0.003481481239712,0.006962962479424,0.003372684950971,0.478703670460393,0.01958333197338,0.001196759176151,,,0.000195833319734,,,,0.000870370309928,0.000152314804237,3.15509237348896E-05
22,PG 1225-079 Updated,Xu 2013,PG 1225-079 Updated Xu 2013,10800,8,0.58,He,Gaia DR3 3583181371265430656,186.947327465292,-8.2438813096413,,https://ui.adsabs.harvard.edu/abs/2013ApJ...766..132X/abstract,-4.05,-8.06,0.1,0.03,,,,30.5565,0.0281,-7.5,-7.42,0.2,0.07,,,-7.45,-7.8,0.1,0.1,87000000,440000,1.10225244278594E+028,-8.26,-9.27,-9.45,-8.76,16094376000000,37869120000000,17672256000000,,16725528000000,15463224000000,19250136000000,,-5.54,-7.84,,,-1,-1,,0.14,-9.5,-1,disc,,Be measurement from Klein 2021. infrared excess from Farihi 2010,-9.79,-1,0.02,0.06,0.14,210000,430000000,,150000000,6100000,56000000,51000000,1400000,4500000,2400000,200000000,8900000,990000000,34713360000000,34713360000000,34713360000000,37869120000000,31557600000000,20196864000000,16725528000000,470000,24930504000000,-11.29,-10.41,0.07,0.1,,,,,-12,-1,,,,,180000,18303408000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3,,-1,,-11.65,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580000,140000,29000,16094376000000,15778800000000,13569768000000,0.171513398744995,0.000867424085607,0.00041399785904,,,0.295712756456888,,,0.100542337195342,0.002759985726931,0.008871382693707,0.00473140410331,0.394283675275851,0.017545623549775,0.000926566636898,,,0.000354855307748,,,,0.0011434226583,0.000275998572693,5.71711329149984E-05
23,HS1243+0132,Koester 2014,HS1243+0132 Koester 2014,21871,7.881,0.564,H,Gaia DR3 3702195464793095936,191.411025423121,1.2716200305579,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,297,0.089,0.046,6.579938917,0.06230824,,,,,,,-7.8,-8.3,0.15,-1,1548.81661891248,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,WD0341+021,Koester 2014,WD0341+021 Koester 2014,22508,7.378,0.368,H,Gaia DR3 3270918350990573184,56.0448058968123,2.2582648763957,"wide, WD",https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,306,0.089,0.025,6.968899337,0.04294079,,,,,,,-7.95,-7.55,0.2,0.2,2454.70891568503,8709.63589956081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,WD1713+332,Koester 2014,WD1713+332 Koester 2014,21873,7.462,0.389,H,Gaia DR3 1334770870892758912,258.895261879341,33.2177483056022,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,297,0.089,0.028,11.25348578,0.025112363,,,,,,,-8.3,-7.6,0.25,0.25,2818.38293126445,18197.0085860998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,WD2257+162,Koester 2014,WD2257+162 Koester 2014,24287,7.512,0.413,H,Gaia DR3 2828888597582293760,344.945228827609,16.4880413771722,"close, MS",https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,330,0.089,0.031,5.114854893,0.054653633,,,,,,,-7.4,-6.4,0.15,0.15,3019.95172040202,380189.396320561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,WD0352+018,Koester 2014,WD0352+018 Koester 2014,21647,7.863,0.555,H,Gaia DR3 3258317294901181440,58.6811337908934,1.9781512589316,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,294,0.089,0.045,9.841840867,0.043602206,,,,,,,-8.1,-8.3,0.15,-1,6606.93448007596,12022.6443461741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,HE2231-2647,Koester 2014,HE2231-2647 Koester 2014,21126,7.796,0.521,H,Gaia DR3 6621374578563035776,338.510959121316,-26.5391636272021,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,287,0.089,0.043,12.16945694,0.09240687,,,,,,,-8.1,-8.4,0.15,-1,7585.77575029184,9549.92586021436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,HS0507+0434A,Koester 2014,HS0507+0434A Koester 2014,21529,8.08,0.669,H,Gaia DR3 3238868098140387840,77.5581005661148,4.6440100591642,"wide, WD (DA), Gaia DR3 3238868171156736768",https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,292,0.089,0.048,20.21754964,0.03556726,,,,,,,-8.4,-8.5,0.15,-1,8128.305161641,13182.5673855641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,WD1914-598,Koester 2014,WD1914-598 Koester 2014,19231,7.85,0.541,H,Gaia DR3 6446197877766956800,289.686796340027,-59.776073962746,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,261,0.089,0.046,19.02701498,0.03282723,,,,,,,-8.3,-8.3,0.15,-1,9332.54300796991,20417.3794466953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,WD1451+006,Koester 2014,WD1451+006 Koester 2014,26618,7.94,0.607,H,Gaia DR3 3651184550535258496,223.45993954148,0.4252847178177,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,362,0.089,0.046,9.772265803,0.043840498,,,,,,,-7.7,-8.2,0.2,-1,10232.9299228075,1047.1285480509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,WD0242-174,Koester 2014,WD0242-174 Koester 2014,20980,7.973,0.611,H,Gaia DR3 5132580858972702976,41.2598919937208,-17.2056695921273,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,285,0.089,0.048,11.30491568,0.042532854,,,,,,,-8.2,-8.3,0.2,-1,10715.1930523761,16982.4365246175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,WD0954+697,Koester 2014,WD0954+697 Koester 2014,21831,7.922,0.586,H,Gaia DR3 1070555477959634560,149.628379531787,69.4830581441378,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,296,0.089,0.047,8.0437072,0.045421522,,,,,,,-8,-8.2,0.2,-1,12022.6443461741,16982.4365246175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,WD0854+404,Koester 2014,WD0854+404 Koester 2014,22813,7.932,0.593,H,Gaia DR3 720353602808918016,134.376891075537,40.2702886067223,,https://ui.adsabs.harvard.edu/abs/2014A%26A...566A..34K/abstract,,,,,310,0.089,0.047,13.80566052,0.040578514,,,,,,,-7.9,-8.1,0.2,-1,14125.3754462276,15488.1661891248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
